연,월,일,시,분,수신지역,내용
2020,4,10,10,4,서초구,"[서초구청] 반포천, 양재천, 여의천 산책로 4.11(토)09시~4.12(일)24시까지 전면폐쇄. 코로나19 확산방지에 적극 협조바랍니다."
2020,4,10,13,55,동작구,"[동작구청]코로나19대응 소상공인 등 긴급생활지원 접수게시,상세내용 구 홈페이지(dongjak.go.kr), 상담전화(02-820-1850~9, 평일09~18시)"
2020,4,10,14,13,강남구,[강남구청] 2차 감염 우려해 외부생활 원하는 격리자 가족용 안심숙소 제공 중. 자가격리 해제자 빠짐 없이 검사 바람. 강남재난안전본부(02-3423-5555)
2020,4,10,15,1,동작구,"[동작구청]29번확진자 동선확인 후 포유피씨방 동시간,나간 후 3시간이내 이용자는 선별진료소에서 검사바랍니다. blog.naver.com/dongjaksaran"
2020,4,10,18,56,강남구,[강남구청] 해외입국자는 자가격리 해제 후 반드시 강남구보건소에서 방문검사를 받아 지역감염을 차단해주시길 당부드립니다. 예비입국자 신고(02-3423-5555)
2020,4,10,19,12,서초구,"[서초구청] 4월12일은 부활절, 현장 예배 대신 온라인 예배를 간곡히 부탁드립니다. 사회적 거리두기로 소중한 가족, 이웃을 지켜주세요."
2020,4,10,21,38,양천구,"[양천구청] 양천구 확진자 발생(21번, 해외 입국자). 양천구 블로그 참조 바랍니다. blog.naver.com/yangcheon2016/221901475456"
2020,4,10,21,48,금천구,"[금천구청]사회적 거리두기 2주(~4.19.) 연장, 주말 외출 및 실내 밀폐시설 방문 자제, 사회적 거리두기는 나와 가족을 지키는 강력한 방역 수단입니다."
2020,4,11,8,58,서초구,"[서초구청] 반포천, 양재천, 여의천 산책로 내일 24시까지 전면폐쇄. 코로나19 확산방지에 적극 협조바랍니다."
2020,4,11,9,1,강남구,[강남구청] 오늘 양재천 폐쇄! 가급적 야외활동 자제하시고 거리두기 지켜주세요. 오늘도 비상근무중이니 입국자 검사요망! 강남재난안전본부
2020,4,11,11,35,동대문구,"[동대문구청] 사회적 거리두기 실천, 종교행사 · 모임 참석 및 다중시설이용 자제 등은 나와 우리 가족을 위한 배려의 시작입니다."
2020,4,11,11,40,강남구,[강남구청] 해외입국자 검사?귀가는 강남구가 책임집니다. 댁에서 입국가족들을 맞으십시오. 격리해제자는 강남구보건소에서 검사요망! (강남구 재난안전본부)
2020,4,11,12,0,강남구,[강남구청] 해외입국자 검사 - 귀가는 강남구가 책임집니다. 댁에서 입국가족들을 맞으십시오. 격리해제자는 모두 강남구 보건소에서 검사요망! (강남구 재난안전본부)
2020,4,11,14,0,서초구,"[서초구청] 4월12일은 부활절, 현장 예배 대신 온라인 예배를 간곡히 부탁드립니다. 사회적 거리두기로 소중한 가족, 이웃을 지켜주세요."
2020,4,11,14,18,관악구,"[관악구청] 43번째 확진자(보라매동) 발생, 자세한 내용은 추후 홈페이지 게시 예정, ""사회적 거리두기""는 나와 가족을 지키는 강력한 방역수단입니다!"
2020,4,11,16,7,강남구,[강남구청] 무증상 보균자가 많아 격리 해제자는 반드시 검사받아야 합니다. 미검사자 강남보건소 방문바람! 코로나19 브리핑 보기(gangnam.go.kr)
2020,4,12,8,30,강남구,[강남구청] 오늘도 양재천 폐쇄. 입국확진자 3명 중 1명이 무증상. 증상 없다 안심 말고 격리해제자는 또 검사 받으세요! 코로나브리핑▶ gangnam.go.kr
2020,4,12,9,58,서초구,[서초구청] 해외입국자는 2주간 자가격리 의무! 외출금지 등 생활수칙 꼭 지켜주십시오. 해제 전 한번 더 검사 받아 음성판정 확인돼야 해제 가능합니다.
2020,4,12,11,53,강남구,[강남구청] 강남거주 입국자 검사-귀가는 강남구가 책임집니다. 가족은 공항 가지 말고 댁에서 맞으세요. 격리해제자 재검요망! 코로나브리핑 gangnam.go.kr
2020,4,12,12,5,은평구,[은평구청]금일 코로나19 확진자 1명(구산동/의정부성모병원 확진자 접촉자) 추가발생. 자가격리중 확진. 격리병원 이송. 잠시멈춤 거리두기에 동참 부탁드립니다.
2020,4,12,13,1,동작구,"[동작구청] 30번째 확진자(상도1동)발생, 상세내용은 구 홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,4,12,13,42,관악구,"[관악구청] 43번째 확진자 역학조사 결과공개, 자세한내용은 블로그 참조, 주말 단체활동을 자제하여 주시기 바랍니다. blog.naver.com/gwanak_gu"
2020,4,12,15,4,성동구,"[성동구청] 4.12(일) 13~16번째 확진자 발생/응봉동 주소 가족 4명(미국 거주), 4.10 입국, 자택 및 주변 방역완료, c19.sd.go.kr 확인"
2020,4,12,15,41,동작구,"[동작구청] 30번째 확진자 동선공개, 상세 내용은 구 홈페이지 및 블로그, SNS 확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,4,12,16,56,도봉구,"[도봉구청] 4. 12.(일) 9번 확진자 발생(창동거주, 자가격리자) 및 조치사항 홈페이지공지, 해외입국자는 반드시 코로나19 검사와 2주간 자가격리 적극협조."
2020,4,12,17,5,송파구,"[송파구청] 4.12.(일)코로나19확진자1명 추가발생(문정1동),격리·방역완료.역학조사중.자세한내용은 홈페이지(songpa.go.kr)를 참고해주시기 바랍니다."
2020,4,13,8,26,강남구,"[강남구청] 주중 양재천 일방통행. 무증상 확진자 많습니다. 해외입국자는 귀국 즉시, 자가격리 해제 후 꼭 검사 받으세요. 강남재난안전본부 02-3423-5555"
2020,4,13,9,0,광진구,[광진구청]입국자 반드시 보건소검진! 가족간 전파위험 높음! 자택내 철저한 격리바람! 안심숙소 정보확인 gwangjin.go.kr ☎024501000
2020,4,13,10,11,은평구,[은평구청]금일 코로나19 확진자 1명(구산동/27번 확진자가족) 추가발생. 자가격리중 확진. 격리병원 이송. 잠시멈춤 거리두기에 동참 부탁합니다.
2020,4,13,13,37,강남구,[강남구청] 자차나 관광택시 이용해 귀가하는 해외입국자는 빠짐없이 강남구보건소에서 코로나19 검사 바람. 무증상 격리해제자도 또 검사 바랍니다. 강남구재난안전본부
2020,4,13,13,56,성동구,"[성동구청] 4.13(월)17~18번째 확진자 발생(해외유입)/금호2.3가동 거소 2명(미국거주), 4.11 입국, 방역완료, c19.sd.go.kr 확인바랍니다"
2020,4,13,15,28,서초구,[서초구청]부천시 확진자가 다녀간 동선 홈페이지 게시. 자가격리 해제전 꼭 검사 받아야 해제가능. 문자서비스 신청은 서초구 홈페이지(seocho.go.kr)참고.
2020,4,14,8,35,강남구,"[강남구청] 느슨한 거리두기 위험! 학원, 역주변, 맛집 등 다중시설 거리두기 필수. 입국자, 격리해제자 꼭 검사 요망. 코로나브리핑(gangnam.go.kr)"
2020,4,14,8,54,서초구,[서초구청]해외입국 서초구민은 리무진버스로 보건소 도착. 검사후 귀가시켜 드립니다. 자차 이용 입국자도 즉시 보건소(02-2155-8093)에서 검사바랍니다.
2020,4,14,11,5,동작구,"[동작구청]31번째 확진자(흑석동,해외입국자)발생,상세내용 구홈페이지 및 블로그, SNS확인하여 주시기바랍니다. blog.naver.com/dongjaksaran"
2020,4,14,12,0,서초구,"[서초구청] 서초구 추가 확진자 1명 발생(4.13일 미국 입국자), 역학조사 후 구청 홈페이지 동선 공개 예정. 해외입국자는 반드시 선별진료소 검사요망"
2020,4,14,14,5,성동구,"[성동구청] 4.14(화) 19번째 확진자 발생(해외 유입)/ 행당1동 거소(28세,남) 4.11 아일랜드 입국, 자택 등 방역완료, c19.sd.go.kr 확인"
2020,4,14,15,45,동작구,"[동작구청] 31번째 확진자 동선공개, 상세내용은 구 홈페이지 및 블로그, SNS 확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,4,14,16,23,강남구,[강남구청] 해외입국자는 물론 격리해제자도 한 분도 빠짐없이 검사 바랍니다. 코로나19 퇴치를 위해 사회적 거리두기를 더 철저히 해주십시오. 강남구재난안전대책본부
2020,4,14,18,44,서초구,"[서초구청]14일 18시기준 확진자1명 추가(오늘 확진2, 누적38), 역학조사 후 동선 홈피 공개예정. 모든 입국자 증상유무 관계없이 반드시 선별진료소 검사!!"
2020,4,15,9,9,강남구,[강남구청] 투표 시 1m 거리두기 꼭 준수. 자가격리자는 6시 투표 후 곧장 귀가 바람! 오늘도 격리해제자 검사합니다. 강남재난안전본부(02-3423-5555)
2020,4,15,9,48,서초구,"[서초구청] 투표 시 1m 안전거리 두고, 자가격리자는 6시 투표 후 바로 귀가. 격리지침 준수하고 해제 전 재검사도 꼭 부탁드립니다."
2020,4,15,13,36,강남구,[강남구청] 자가격리 투표자는 투표 후 7시까지 귀가해야 불이익을 당하지 않습니다. 무증상 확진자가 많으니 격리해제된 입국자는 꼭 검사 바랍니다. 강남재난안전본부
2020,4,15,14,7,서초구,"[서초구청] 어제 확진된 서초구 37번, 38번 확진자 귀국즉시 검사 후 자가격리 실시로 관내 동선 없음. 자세한 사항은 홈페이지 참고(seocho.go.kr)"
2020,4,15,14,59,서초구,"[서초구청] 투표 시 1m 거리두기, 자가격리자는 18시 투표 후 바로 귀가. 해제 전 반드시 재검사, 음성확인 후 일상복귀하여 소중한 가족과 이웃을 지킵시다."
2020,4,15,17,9,강남구,[강남구청] 강남구 신규확진자 닷새째 0명. 투표격리자 도보-자차 이용. 외출허용시간 오후 5:20~7시. 미귀가시 단속! 격리해제자 검사 요망. 강남재난안전본부
2020,4,15,17,33,서초구,"[서초구청] 자가격리 투표참여자 19시 까지는 반드시 귀가. 이탈시 단속, 격리해제전 재검사 필수. 조금만 더 힘을 내 주십시오."
2020,4,15,19,55,서대문구,[서대문구청]코로나19 18번째 확진자(해외입국자/충현동)발생. 자세한 사항 구홈페이지 및 블로그 확인바랍니다. blog.naver.com/sdmstory
2020,4,16,10,26,강남구,[강남구청] 여러분의 건강안전을 위해 사회적 거리두기 꼭 지켜주세요. 입국자 중 무증상 확진자 다수. 격리 해제자 강남구보건소에서 꼭 검사 바람. 강남재난안전본부
2020,4,16,15,30,서초구,"[서초구청]""나 하나쯤이야""하는 생각이 또 다른 감염으로 이어질 수 있습니다. 마스크 착용, 사회적거리두기, 격리해제 전 재검사로 소중한 가족과 이웃을 지킵시다"
2020,4,16,18,7,용산구,"[용산구청]코로나 18번째 확진자(한남동, 해외입국자) 발생. 역학조사중. 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog"
2020,4,16,19,24,강남구,"[강남구청] 16일 18시 기준 확진자 1명 추가, 관내동선 없음(누적 60명). 이번 주말도 양재천 폐쇄. 세부내용 확인, 문자신청▶ gangnam.go.kr"
2020,4,17,9,11,서초구,"[서초구청] 양재천, 여의천 산책로 강남구와 함께 내일(토)09시~19(일)24시까지 전면통제. 사회적거리두기 적극 협조 바랍니다."
2020,4,17,9,36,강남구,[강남구청] 주말(18일 9시~19일 24시) 양재천 폐쇄. 자가격리 해제자는 꼭 검사받으시고 절대 무단이탈하지 마세요. 강남구재난안전본부 02-3423-5555
2020,4,17,15,16,성북구,[성북구청] 관내23번 확진자(여.98년생.성북동)발생. 4.15(수) 미국에서 인천공항 입국. 4.17(금) 확진판정. 서울의료원 입원하여 특정동선 없습니다.
2020,4,17,17,45,서초구,"[서초구청] 반포천, 양재천, 여의천 산책로 내일(토)09시~19(일)24시까지 전면통제.  코로나19 감염확산 방지에 적극 협조바랍니다"
2020,4,17,18,8,강남구,[강남구청] 17일 확진자 1명 추가·재확진자 1명 발생(누적 61명). 이번 주말도 양재천 폐쇄. 확진자 세부정보 및 브리핑 확인은 gangnam.go.kr
2020,4,18,8,57,서초구,"[서초구청] 반포천, 양재천, 여의천 산책로 내일까지 전면통제. 코로나19 감염 확산 방지에 적극 협조바랍니다."
2020,4,18,9,50,강남구,[강남구청] 오늘 양재천 폐쇄. 선정릉은 일방통행. 입국자중 무증상 확진자 많으니 입국 격리해제자 꼭 검사요망! 강남구재난안전본부
2020,4,18,13,54,서초구,[서초구청] 공항에서 자차나 입국자 전용택시로 귀가하는 서초구민 입국자도 반드시 서초구보건소에서 검사바랍니다.
2020,4,18,18,8,강남구,"[강남구청] 18일 확진자 1명 추가, 관내동선 없음(누적 62명). 자가격리자는 무단이탈 금지 등 수칙 준수, 격리 해제 후 강남구보건소 재검사 꼭 받아주세요!"
2020,4,19,9,43,강남구,[강남구청] 오늘도 양재천 폐쇄.격리 끝나도 안심 금물! 해외입국 격리해제자 꼭 검사요망. 예비입국자 신고 바람. 강남구재난안전대책본부(02-3423-5555)
2020,4,20,8,21,서초구,"[서초구청] 5/5까지 사회적 거리두기 연장. 방심은 금물, 가족과 이웃을 위해 자가격리 지침 준수, 해제 전 재검사도 꼭 받으세요."
2020,4,20,8,52,강남구,[강남구청] 사회적 거리두기 5월5일까지 연장. 양재천 일방통행. 자가격리자 무단이탈 마시고 해제 후 꼭 검사 바람. 강남구재난안전본부 0234235555
2020,4,20,15,0,강서구,[강서구청]강서구 확진환자(부산주민 강서구 방문)발생안내. 방역완료. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2020,4,20,15,27,마포구,[마포구청] 관내 23번 확진자 발생(해외입국자/동교동) 상세정보는 홈페이지 및 블로그 확인바랍니다.  blog.naver.com/prmapo77
2020,4,21,9,7,강남구,"[강남구청]확진자 줄었지만 긴장 늦춰서는 안됩니다. 사회적 거리두기, 마스크 착용 요망. 격리해제자 또 검사 바람. 강남구재난안전본부 gangnam.go.kr"
2020,4,21,15,21,마포구,[마포구청] 관내 24번 확진자 발생(해외입국자/합정동) 상세정보는 홈페이지 및 블로그 확인바랍니다. blog.naver.com/prmapo77
2020,4,22,13,52,강남구,[강남구청] 구민께서는 사회적 거리두기 꼭 지켜주시기 바랍니다. 증상 없다 안심 말고 격리해제 때 꼭 검사 받으세요. 강남구재난안전본부 gangnam.go.kr
2020,4,22,18,4,종로구,"[종로구청] 금일 종로구 13번째 확진자 완치 후 자가요양 중 재확진 판정(병원이송 완료, 이동동선 없음) 사회적 거리두기에 적극 동참해주시기 바랍니다."
2020,4,24,15,22,강남구,[강남구청] 이번 주말 양재천은 일방통행 방식으로 개방됩니다. 무증상 확진자가 많으니 자가격리 해제자는 반드시 강남구보건소에서 검사 받으십시오. 강남구재난안전본부
2020,4,24,16,59,서초구,"[서초구청] 이번 주말 양재천·여의천은 한방향 걷기, 반포천은 우측통행으로 개방됩니다. 마스크 착용, 사회적 거리두기 유지, 격리해제 전 재검사도 꼭 받으세요."
2020,4,24,20,35,광진구,[광진구청]타지역확진자 관내동선알림!이동지점 방역 및 폐쇄조치완료. 상세내용 www.gwangjin.go.kr 꼭 확인 바랍니다. 코로나19문의☎024501000
2020,4,25,15,47,용산구,"[용산구청]코로나19 재확진자 발생(보광동, 용산1번). 역학조사중. 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog"
2020,4,26,9,14,강남구,"[강남구청] 교회, 사찰 ,학원 등 다중시설 마스크-거리두기 실천. 오늘 양재천 일방통행. 격리해제자 또 검사 요망. 강남재난안전본부 gangnam.go.kr"
2020,4,27,13,33,관악구,"[관악구청] 코로나19 44번째 확진자 발생(신사동) 해외입국자로 자가격리 중 발생하였으며, 개인위생을 철저히 지켜주시고 사회적거리두기에 동참해 주시기 바랍니다."
2020,4,27,15,34,성북구,[성북구청] 관내24번 확진자(여.83년생.보문동)발생. 4.25(토) 미국에서 인천공항 입국. 4.27(월) 확진판정. 서울의료원 입원하여 특정동선 없습니다.
2020,4,27,18,17,강남구,[강남구청] 무증상 격리해제자 등 2명 확진. 격리 중 증상없다 안심 말고 해제 직후 꼭 검사 받으세요. 확진자 동선 gangnam.go.kr 강남구재난안전본부
2020,4,28,14,59,서초구,"[서초구청] 코로나19 타구 확진자 우리구를 다녀간 사실(4/26) 확인, 방역완료. 상세 동선과 조치사항 홈페이지 공개(seocho.go.kr)"
2020,4,28,15,5,성동구,"[성동구청] 4.28(화) 재확진자발생(17번째 환자)/금호2.3가동거주(미국 입국), 4.11 확진, 4.18퇴원, 방역완료, c19.sd.go.kr확인바랍니다"
2020,4,29,17,23,금천구,"[금천구청]황금연휴를 슬기롭게 보내는 방법, 사회적 거리두기 실천은 세상에서 가장 강력한 치료약입니다. 조금 불편하더라도 조금 답답하더라도 끝까지 동참해 주세요"
2020,4,29,18,12,은평구,[은평구청]연휴기간에도 사회적 거리두기를 유지하시고 생활방역을 부탁드립니다. 기타 자세하고 정기적인 은평소식 신청 http://bitly.kr/X0DdurlR
2020,4,29,19,27,은평구,"[은평구청] 건조한 날씨로 화재가 빈번하게 발생하고 있습니다. 전열기구 점검, 쓰레기소각 및 담배꽁초 무단투기 금지 등 화재예방에 철저를 기하시기 바랍니다."
2020,4,30,13,45,서대문구,[서대문구청]코로나19 19번째 확진자(해외입국자/연희동)발생. 자세한 사항 구홈페이지 및 블로그 확인바랍니다. blog.naver.com/sdmstory
2020,4,30,14,21,강남구,[강남구청] 황금연휴동안 개인위생 수칙과 사회적 거리두기 철저히 지켜주십시오. 격리해제자는 반드시 검사요망. 강남구재난안전대책본부
2020,4,30,18,5,서초구,"[서초구청] 코로나19 타구 확진자 우리구를 다녀간 사실(4/24) 확인, 방역완료. 상세 동선과 조치사항 홈페이지 공개(seocho.go.kr)"
2020,5,1,14,25,성동구,"[성동구청] 5.1(금) 20번째 확진자 발생(해외유입)/ 옥수동 거주(26세,남) 4.17 미국 입국 후 자가격리 준수, 방역완료, c19.sd.go.kr 확인"
2020,5,1,17,58,중구,"[중구청]타구확진자발생 역학조사,방역완료 4.29(수)12:15~12:35 서울돈까스(마른내로124)방문자 중 유증상자는 중구보건소연락(02-3396-5181)"
2020,5,2,14,15,용산구,"[용산구청]코로나 19번째 확진자(한남동, 해외입국자) 발생. 역학조사중. 홈페이지 및 블로그를 참고 바랍니다. blog.naver.com/ysnblog"
2020,5,2,14,40,서초구,"[서초구청] 코로나는 현재진행형. 황금연휴 기간에도 잊지말고 마스크, 소독제, 경계심 챙겨가세요. 사회적 거리두기로 소중한 가족과 이웃의 건강과 안전을 지켜주세요"
2020,5,3,9,53,강남구,"[강남구청] 구민의 건강안전을 위해서는 자가격리자의 협조가 필요합니다. 해제 후 꼭 검사, 사회적 거리두기를 지켜주세요. 강남구재난안전본부gangnam.go.kr"
2020,5,4,17,51,송파구,[송파구] 정부 긴급재난지원금 안내 5.11.부터 카드사 홈페이지에서 온라인 신청 5.18.부터 은행영업점 방문 신청 ※세부내용 송파구청 홈페이지 참조
2020,5,6,9,0,광진구,[광진구청] 오늘부터 생활 속 거리두기 전환! 완화가 아닌 장기화에 대응하는 방안입니다! 상세지침보기 gwangjin.go.kr 문의 ☎02-450-1000
2020,5,6,10,30,서초구,"[서초구청] 생활속 거리두기는 코로나19 종료가 아닌 일상속 방역의 시작입니다.  거리두기, 마스크착용, 손씻기 등 위생수칙 준수와 배려하는 마음 꼭 지켜주세요."
2020,5,6,14,50,강동구,[강동구청]정부긴급재난지원금안내 5.11. 부터 카드사홈페이지 온라인신청. 5.18. 부터 은행영업점 방문신청 ※세부내용 강동구청 홈페이지(gd.go.kr)참조
2020,5,8,11,52,관악구,"[관악구청] 45,46,47번째 확진자 발생(행운동, 청림동, 서원동 - 이태원 클럽 접촉) 유증상자는 선별진료소 방문바람,  역학조사결과 추후 홈페이지 공개예정"
2020,5,8,12,38,용산구,"[용산구청]코로나 20,21,22,23번째 확진자(용인시 확진자 접촉자)발생. 역학조사중. 자세한 내용은 추후 홈페이지 및 블로그에 공지 예정입니다."
2020,5,8,13,4,동작구,"[동작구청] 32번째 확진자 발생(노량진1동),상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,5,8,13,5,동작구,[동작구청]동작구민 중 5월2일 아래 이태원업소 방문자는 즉시 선별진료소 검사·방문바랍니다.(킹클럽00:00~3:30/트렁크1:00~1:40/퀸3:30~3:50)
2020,5,8,14,37,종로구,[종로구청]익선동 거주 17번째확진자(용인시 확진자 접촉추정)발생. 병원이송 완료. 이동 동선등 역학조사 후 종로구홈페이지(www.jongno.go.kr)게시예정
2020,5,8,20,59,중구,[중구청] 5.8.(금)중구 7번째 확진자 및 타구확진자 이동동선 안내(중구 홈페이지참조) 역학조사 및 방역완료 유증상자 보건소연락(02-3396-5181)바람
2020,5,8,21,32,동작구,"[동작구청] 32번째 확진자 동선공개, 상세내용은 구 홈페이지 및 블로그, SNS 확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,5,9,11,48,서대문구,"[서대문구청]5.3.~5.5. 용산구 확진자 신촌동 다모토리5(클럽)방문 관련, 동일 방문자께서는 2주 외출·접촉 자제, 증상 발생시 거주지 보건소 방문바랍니다."
2020,5,9,11,48,서대문구,"[서대문구청]용산구 확진자 신촌동 다모토리5 방문 관련, 자세한 내용은 서대문구 홈페이지 및 블로그 확인바랍니다. blog.naver.com/sdmstory"
2020,5,9,11,57,용산구,"[용산구청]4.30~5.5기간중 이태원일대(킹,퀸,트렁크,소호)방문자는 2주간 외출·접촉 자제. 가까운 선별진료소로 방문 검사바랍니다.(02-2199-8373)"
2020,5,9,12,20,도봉구,"[도봉구청]5. 9.(토)10번 확진자(창동거주, 26세 남)발생,역학조사 진행중, 추가확인후 홈페이지 공지예정,구민께서는 생활속 거리두기에 적극적인 협조바랍니다"
2020,5,9,12,25,동작구,"[동작구청] 33번째 확진자 발생(사당1동),상세내용은 구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,5,9,13,2,동작구,"[동작구청]동작구민 중 4월30일~5월5일까지 이태원 일대 클럽,노래방 등 유흥시설 이용주민께서는 즉시 동작구 보건소 선별진료소를 방문하여 검사받으시길 바랍니다."
2020,5,9,14,15,용산구,"[용산구청] 코로나 24,25,26,27번째 확진자(용인시 확진자접촉)발생. 역학조사중. 자세한 내용은 추후 홈페이지 및 블로그를 참고 바랍니다."
2020,5,9,15,45,도봉구,"[도봉구청]5. 9.(토) 10번째 확진자 역학조사결과 이동경로 및 대응조치 사항을 도봉구 홈페이지에 공지,이태원 클럽 방문사실 신고(2091-4483,4490)"
2020,5,9,15,49,관악구,"[관악구청]48번째 확진자(행운동, 이태원술집 방문) 발생 및 47번째 역학조사 결과공개, 자세한내용은 홈페이지 참조, 유증상자는 선별진료소 검사 바랍니다."
2020,5,9,16,6,강서구,"[강서구청]강서구 확진자 2명(화곡본동, 화곡3동) 발생. 거주지 방역완료. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi"
2020,5,9,16,16,서대문구,[서대문구청]코로나19. 20번째 확진자(해외입국자/천연동)발생. 자세한 사항 구홈페이지 및 블로그 확인바랍니다. blog.naver.com/sdmstory
2020,5,9,16,29,구로구,[구로구청] 우리구 주민 코로나19 인천시 확진자 판정. 이동경로 등 상세정보는 역학조사 후 구로구청 홈페이지(블로그) 게시 예정.
2020,5,9,16,45,구로구,"[구로구청]5.2(토) 아래 이태원업소 방문자는 2주간 외출·접촉자제 및 보건소방문 검사바람(킹클럽24:00~3:30,트렁크1:00~1:40,퀸3:30~3:50)"
2020,5,9,18,4,금천구,"[금천구청]4.24 ~ 5.6까지 이태원 인근 클럽 등 업소방문자는 증상유무 관계없이 2주간 외출·접촉자제, 보건소를 방문하여 코로나19 검사 받으시기 바람"
2020,5,9,18,22,광진구,"[광진구청] 확진자 2명 발생(이태원 클럽관련), 연휴기간 클럽 이용자는 반드시 선별진료소 검진요망! 동선확인 gwangjin.go.kr 문의 ☎024501000"
2020,5,9,18,32,강남구,[강남구청] 확진자 1명 발생(총65명). 4일00:30~5일08:30 블랙수면방(강남대로114길20) 방문자 검체검사 필수. 세부동선 gangnam.go.kr
2020,5,9,18,45,동작구,"[동작구청]33번째 확진자(사당1동,이태원 킹클럽 방문자)동선공개,구 홈페이지 및 블로그, SNS 확인바랍니다. blog.naver.com/dongjaksaran"
2020,5,9,18,58,성북구,"[성북구청] 관내 25번(정릉동), 26번(정릉동)확진자 발생. 서울의료원입원. 거주지 방역완료. 자세한 사항은 성북구청 홈페이지를 참고하여 주시기 바랍니다."
2020,5,9,20,29,강남구,[강남구청/주소 정정] 4일00:30~5일08:30 블랙수면방(봉은사로1길6)방문자는 꼭 검체검사 받아주세요. 확진자 상세 동선▶gangnam.go.kr
2020,5,9,20,41,영등포구,"[영등포구청]용산구 이태원 소재 클럽 방문후 확진판정 받은 타지자체 확진자 5명(관내직장인4, 경유1) 발생. 구청 홈페이지 확인 바람. ☞ ydp.go.kr"
2020,5,9,20,54,관악구,"[관악구청] 45,46번째 확진자 역학조사 결과 공개, 자세한 내용은 홈페이지 참조, 유증상자는 선별진료소 검사 바랍니다."
2020,5,10,9,32,강남구,[강남구청] 4일00:30~5일08:30 이태원클럽 확진자 동선 포함된 블랙수면방(봉은사로1길6)방문자는 검체검사 필수. 확진자 상세동선 gangnam.go.kr
2020,5,10,10,39,강남구,"[강남구청] 이태원 클럽 사태 후 확진자 다수 발생. 교회 등 종교행사 시 사회적 거리두기, 클럽 등 다중시설 방문 자제 요망. 상세내용 gangnam.go.kr"
2020,5,10,11,53,강북구,"[강북구청]5.10 확진자 1명 발생(수유동,남,28세) 역학조사 진행중, 현장확인 후 홈페이지에 공개하겠습니다."
2020,5,10,12,3,동작구,"[동작구청]34번(상도2동),35번(노량진1동)확진자발생,구홈페이지 및 블로그, SNS확인하여 주시기 바랍니다. blog.naver.com/dongjaksaran"
2020,5,10,14,0,서초구,"[서초구청] 4.24~5.6 이태원 일대 클럽 등 업소 방문자는 증상유무 관계없이 보건소 방문 검사요망. 거리두기, 마스크착용 등 위생수칙 반드시 지켜주세요."
2020,5,10,14,4,서대문구,"[서대문구청]신촌 다모토리5(클럽) 5.3일 21:00~05:00, 5.5일 21:00~05:00 방문자 2주간 자가격리. 증상 관계없이 관할지역 보건소 검진바람"
2020,5,10,15,3,은평구,"[은평구청]4.24.~5.6.까지 이태원 일대 클럽 등 업소 방문자는 증상유무 관계없이 반드시 보건소 방문하여 검사를 받으시고, 2주간 외출 자제 바랍니다."
2020,5,10,15,33,중랑구,"[중랑구청] 5.10(일) 17번 확진자 발생(면목4동, 28세, 남) 확진자 입원조치, 거주지 방역 완료, 밀접접촉자 없음, 세부동선 홈페이지 공개"
2020,5,10,15,48,관악구,"[관악구청] 49~51번째 확진자(신원동, 신사동, 청룡동) 발생 및 48번째 역학조사결과 공개, 자세한 내용은 홈페이지 참조, gwanak.go.kr"
2020,5,10,15,53,양천구,[양천구청] 이태원 클럽 관련 양천구 확진자 발생 및 동선 안내. 양천구 블로그 참조. blog.naver.com/yangcheon2016/221955255364
2020,5,10,16,16,용산구,"[용산구청]코로나 28,29번째 확진자 발생. 4.30~5.5 이태원클럽(킹,퀸,트렁크,소호,힘) 방문자는 외출·접촉자제. 가까운 선별진료소 방문 검사 바랍니다."
2020,5,10,17,4,광진구,"[광진구청]이태원클럽관련 확진자 1명 추가발생, 동선확인(gwangjin.go.kr) 최근 클럽이용자 선별진료소 검진요망(검진시 신변보호) 문의☎024501000"
2020,5,10,17,8,송파구,"[송파구청] 5.10.(일) 코로나19확진자1명 추가발생(가락2동),격리·방역·역학조사완료.자세한내용은 홈페이지(songpa.go.kr)를 참고해주시기 바랍니다."
2020,5,10,17,31,광진구,[광진구청] 4.24.~5.6. 이태원클럽 및 유흥시설 방문자 선별진료소 검진필수(검진시 비밀보장) 정보확인 gwangjin.go.kr 문의☎024501000
2020,5,10,17,37,성북구,[성북구청] 관내 27번(보문동)확진환자 발생. 거주지 방역완료. 자세한 사항은 성북구청 홈페이지를 참고하여 주시기 바랍니다.
2020,5,10,17,44,동대문구,"[동대문구청]32번 확진자(휘경1동 실거주 성동구민, 남/32세)발생, 이태원 방문후 무증상이나 검사, 당일입원 및 소독완료, 자세한 내용 홈페이지 참조 바랍니다"
